[7, 3, 0, 7, 6, 9, 0, 2, 6, 10]
[9, 10, 8, 6, 9, 10, 0, 2, 10, 10]
[4, 2, 1, 3, 0, 8, 5, 0, 6, 9]
[10, 6, 9, 8, 7, 10, 9, 8, 8, 10]
[2, 3, 6, 7, 4, 4, 6, 2, 5, 10]
[7, 8, 6, 5, 7, 9, 0, 2, 7, 10]
[5, 3, 2, 4, 4, 7, 6, 3, 7, 10]
[9, 8, 7, 7, 5, 6, 6, 3, 7, 2]
[4, 2, 3, 5, 4, 8, 3, 2, 4, 7]
[0, 7, 5, 6, 4, 8, 0, 2, 6, 10]
[6, 7, 0, 4, 5, 0, 3, 2, 7, 8]
[0, 6, 3, 5, 0, 7, 0, 4, 8, 10]
[4, 3, 6, 2, 0, 5, 4, 2, 7, 10]
[2, 0, 0, 3, 1, 5, 4, 0, 2, 0]
[0, 3, 5, 6, 0, 5, 0, 2, 4, 7]
