[7, 9, 4, 10, 2, 7, 5, 9, 4, 0, 6, 0, 4, 2, 0]
[3, 10, 2, 6, 3, 8, 3, 8, 2, 7, 7, 6, 3, 0, 3]
[0, 8, 1, 9, 6, 6, 2, 7, 3, 5, 0, 3, 6, 0, 5]
[7, 6, 3, 8, 7, 5, 4, 7, 5, 6, 4, 5, 2, 3, 6]
[6, 9, 0, 7, 4, 7, 4, 5, 4, 4, 5, 0, 0, 1, 0]
[9, 10, 8, 10, 4, 9, 7, 6, 8, 8, 0, 7, 5, 5, 5]
[0, 0, 5, 9, 6, 0, 6, 6, 3, 0, 3, 0, 4, 4, 0]
[2, 2, 0, 8, 2, 2, 3, 3, 2, 2, 2, 4, 2, 0, 2]
[6, 10, 6, 8, 5, 7, 7, 7, 4, 6, 7, 8, 7, 2, 4]
[10, 10, 9, 10, 10, 10, 10, 2, 7, 10, 8, 10, 10, 0, 7]
