[8, 4, 0, 7, 6, 9, 0, 2, 7, 10]
[9, 10, 8, 6, 8, 9, 0, 2, 10, 10]
[7, 5, 3, 6, 2, 8, 0, 2, 7, 9]
[9, 6, 10, 7, 7, 9, 0, 2, 7, 10]
[4, 3, 8, 8, 3, 7, 6, 2, 5, 10]
[9, 8, 6, 5, 7, 9, 0, 3, 7, 10]
[7, 3, 5, 6, 5, 8, 0, 2, 7, 10]
[9, 7, 8, 7, 5, 8, 0, 3, 7, 9]
[8, 3, 5, 6, 4, 9, 0, 2, 4, 8]
[0, 7, 5, 8, 5, 9, 0, 2, 6, 10]
[8, 4, 0, 5, 6, 0, 3, 2, 7, 8]
[0, 8, 6, 6, 0, 8, 0, 2, 8, 10]
[7, 4, 8, 6, 2, 8, 0, 2, 8, 10]
[2, 0, 0, 3, 2, 6, 4, 0, 2, 0]
[0, 4, 3, 7, 0, 6, 0, 2, 5, 8]
