[8, 9, 7, 9, 4, 9, 7, 9, 8, 0, 8, 0, 7, 2, 0]
[4, 10, 5, 6, 3, 8, 3, 7, 3, 7, 4, 8, 4, 0, 4]
[0, 8, 3, 10, 8, 6, 5, 8, 5, 5, 0, 6, 8, 0, 3]
[7, 6, 6, 7, 8, 5, 6, 7, 6, 8, 5, 6, 6, 3, 7]
[6, 8, 2, 7, 3, 7, 5, 5, 4, 5, 6, 0, 2, 2, 0]
[9, 9, 8, 9, 7, 9, 8, 8, 9, 9, 0, 8, 8, 6, 6]
[0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 3, 0, 0, 4, 0]
[2, 2, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 0, 2]
[7, 10, 7, 7, 5, 7, 7, 7, 4, 6, 7, 8, 8, 2, 5]
[10, 10, 9, 10, 10, 10, 10, 9, 8, 10, 8, 10, 10, 0, 8]
